DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDate(Month),ConsignorCountryCode,DPEName,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,Descriptionofcommodity,Totalnumberofpackages,TotalNetWeight(kg),Commodityintendedfor,DocumentaryCheck,Acceptablefortransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor:,Results:,Acceptableforreleaseforfree circulation ,NotAcceptable2,ReasonforRefusal,NoOfConsignments
2018-08-02,2018,Q3,Aug,2,2018-08,IN,Heathrow,GB,India,GB,GB,904220019,Other,25,625,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-02,2018,Q3,Aug,2,2018-08,IN,Heathrow,GB,India,GB,GB,904220019,Other,50,1250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-02,2018,Q3,Aug,2,2018-08,HK,"Felixstowe, P",GB,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",16,192,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-02,2018,Q3,Aug,2,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,400,10000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-08-02,2018,Q3,Aug,2,2018-08,MA,"Felixstowe, P",GB,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,66,8,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-03,2018,Q3,Aug,3,2018-08,CN,Stansted,GB,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,2,20,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-03,2018,Q3,Aug,3,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",41,564,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-03,2018,Q3,Aug,3,2018-08,CN,Stansted,GB,China,GB,GB,9022000,Other green tea (not fermented),1,0,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-03,2018,Q3,Aug,3,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,9081100,Neither crushed nor ground,5,30,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-03,2018,Q3,Aug,3,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220019,Other,40,800,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-06,2018,Q3,Aug,6,2018-08,CN,Stansted,GB,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,2,17,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-06,2018,Q3,Aug,6,2018-08,US,Liverpool,NL,China,NL,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,174,20,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-06,2018,Q3,Aug,6,2018-08,IN,"Southampton, P",GB,India,GB,GB,904220090,Other,350,7000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-06,2018,Q3,Aug,6,2018-08,IN,"Southampton, P",GB,India,GB,GB,904220090,Other,150,750,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-06,2018,Q3,Aug,6,2018-08,VN,"Felixstowe, P",GB,Indonesia,GB,GB,9081200,Crushed or ground,500,12500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-08-06,2018,Q3,Aug,6,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,130,2600,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-08-06,2018,Q3,Aug,6,2018-08,IN,"Southampton, P",GB,India,GB,GB,904220090,Other,200,4000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B1,Satisfactory,Human consumption,-,-,1
2018-08-07,2018,Q3,Aug,7,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),19,380,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-07,2018,Q3,Aug,7,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),12,300,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-07,2018,Q3,Aug,7,2018-08,CN,Stansted,GB,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",1,1,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,0
2018-08-07,2018,Q3,Aug,7,2018-08,IN,"Felixstowe, P",GB,India,GB,GB,904220090,Other,4,100,Human consumption,Not satisfactory,-,Destruction,/,/,no,-,-,-,-,-,1
2018-08-07,2018,Q3,Aug,7,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),42,476,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-07,2018,Q3,Aug,7,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,1,13,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-08-07,2018,Q3,Aug,7,2018-08,CN,"Felixstowe, P",GB,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",1,10,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
