DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-11-28,2017,Q4,Nov,28,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-11-28,2017,Q4,Nov,28,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8062090,Other,1420,17040,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-11-28,2017,Q4,Nov,28,2017-12,US,Liverpool,US,China,NL,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,348,32.98,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-28,2017,Q4,Nov,28,2017-12,US,Liverpool,US,China,NL,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,348,32.98,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24760,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,12081000,Of soya beans,65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,19049010,Obtained from rice,65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,19059055,"Extruded or expanded products, savoury or salted",65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,20031030,Other,65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,20055100,"Beans, shelled",65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,20059980,Other,65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,21039090,Other,65,250.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22220,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22220,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,London Gateway,JP,Japan,GB,GB,21039090,Other,560,10281,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,JP,London Gateway,JP,Japan,GB,GB,21069098,Other,560,10281,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,IN,Heathrow,IN,India,GB,GB,9041200,Crushed or ground,47,584,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,IN,Heathrow,IN,India,GB,GB,9041200,Crushed or ground,47,584,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,IN,Heathrow,IN,India,GB,GB,9042110,Sweet peppers (Capsicum annuum),47,584,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,IN,Heathrow,IN,India,GB,GB,9042110,Sweet peppers (Capsicum annuum),47,584,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,160,4000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-29,2017,Q4,Nov,29,2017-12,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,London Gateway,TR,Turkey,GB,GB,20081993,Almonds and pistachios,210,504,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,London Gateway,TR,Turkey,GB,GB,20081993,Almonds and pistachios,61,488,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TH,Manchester,TH,Thailand,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),32,92.5,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,250,375,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Uzbekistan,GB,GB,8131000,Apricots,400,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Uzbekistan,GB,GB,8131000,Apricots,146,1575,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,660,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,22,16500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,660,1650,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,720,1800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,ID,"Felixstowe, P",ID,Indonesia,GB,GB,9081100,Neither crushed nor ground,160,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,ID,"Felixstowe, P",ID,Indonesia,GB,GB,9081100,Neither crushed nor ground,440,11000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,98,336,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),1
2017-11-30,2017,Q4,Nov,30,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,474,1784,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,4,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,250,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,200,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,840,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1760,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,TR,Liverpool,TN,Turkey,GB,GB,8131000,Apricots,240,3000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,21940,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,21980,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,22020,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,22040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,22040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,22040,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,22060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,CN,"Felixstowe, P",CN,China,NL,GB,12024100,In shell,624,18720,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,9109190,Crushed or ground,60,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-30,2017,Q4,Nov,30,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,36,900,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TH,Heathrow,TH,Thailand,GB,GB,7093000,Aubergines (eggplants),1,2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1498.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1584,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",95,475,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2200,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,EG,Heathrow,EG,Egypt,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),100,410,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,320,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,80,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,CN,"Felixstowe, P",CN,China,NL,GB,19023090,Other,9000,16200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,CN,"Felixstowe, P",CN,China,NL,GB,19023090,Other,9000,16200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1120,14000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,476,11900,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,150,1800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,720,18000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,833,9996,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1480,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,25,250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,280,960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,CN,Port of Tyne (CED),CN,China,GB,GB,9022000,Other green tea (not fermented),200,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1906,13342,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,336,4032,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-01,2017,Q4,Dec,1,2017-12,TR,"Felixstowe, P",TR,Argentina,GB,GB,20081196,"In immediate packings of a net content not exceeding 1|kg, Roasted",133,190.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
